revenue_category,year,power_code_code,value,mean_value
Corporate income tax,2016,600000,0.09248325698361176,0.07493887549580926
Corporate income tax,2017,600000,0.08253180710564963,0.07493887549580926
Corporate income tax,2018,600000,0.0910856095318056,0.07493887549580926
Corporate income tax,2019,600000,0.08718269777461522,0.07493887549580926
Corporate income tax,2020,600000,0.08625199958595632,0.07493887549580926
Corporate income tax,2021,600000,0.08741627241673995,0.07493887549580926
Corporate income tax,2004,600000,0.05427857638980912,0.07493887549580926
Corporate income tax,2005,600000,0.05278251855570762,0.07493887549580926
Corporate income tax,2006,600000,0.053400633766862396,0.07493887549580926
Corporate income tax,2007,600000,0.05696180947089917,0.07493887549580926
Corporate income tax,2008,600000,0.06250269403422061,0.07493887549580926
Corporate income tax,2009,600000,0.07803998321822951,0.07493887549580926
Corporate income tax,2010,600000,0.06693291142215503,0.07493887549580926
Corporate income tax,2011,600000,0.07112880408883136,0.07493887549580926
Corporate income tax,2012,600000,0.06599561253712266,0.07493887549580926
Corporate income tax,2013,600000,0.07310961306417826,0.07493887549580926
Corporate income tax,2014,600000,0.08719604918318882,0.07493887549580926
Corporate income tax,2015,600000,0.09961890979498336,0.07493887549580926
Corporate income tax,2016,600000,0.09248325698361176,0.07493887549580926
Corporate income tax,2017,600000,0.08253180710564963,0.07493887549580926
Corporate income tax,2018,600000,0.0910856095318056,0.07493887549580926
Corporate income tax,2019,600000,0.08718269777461522,0.07493887549580926
Corporate income tax,2020,600000,0.08625199958595632,0.07493887549580926
Corporate income tax,2021,600000,0.08741627241673995,0.07493887549580926
Gambling levy,2004,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2005,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2006,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2007,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2008,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2009,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2010,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2011,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2012,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2013,600000,0.04368195844661612,0.043487846301118106
Gambling levy,2014,600000,0.04368325858378059,0.043487846301118106
Gambling levy,2015,600000,0.043716612102576824,0.043487846301118106
Gambling levy,2016,600000,0.04372451293611476,0.043487846301118106
Gambling levy,2017,600000,0.04368555882645619,0.043487846301118106
Gambling levy,2018,600000,0.04352499188664404,0.043487846301118106
Gambling levy,2019,600000,0.04369370968637191,0.043487846301118106
Gambling levy,2020,600000,0.043510140319803735,0.043487846301118106
Gambling levy,2021,600000,0.04352594198687961,0.043487846301118106
Gambling levy,2004,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2005,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2006,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2007,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2008,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2009,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2010,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2011,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2012,600000,0.04333717207165356,0.043487846301118106
Gambling levy,2013,600000,0.04368195844661612,0.043487846301118106
Gambling levy,2014,600000,0.04368325858378059,0.043487846301118106
Gambling levy,2015,600000,0.043716612102576824,0.043487846301118106
Gambling levy,2016,600000,0.04372451293611476,0.043487846301118106
Gambling levy,2017,600000,0.04368555882645619,0.043487846301118106
Gambling levy,2018,600000,0.04352499188664404,0.043487846301118106
Gambling levy,2019,600000,0.04369370968637191,0.043487846301118106
Gambling levy,2020,600000,0.043510140319803735,0.043487846301118106
Gambling levy,2021,600000,0.04352594198687961,0.043487846301118106
1220 On capital gains of corporates,2004,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2005,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2006,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2007,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2008,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2009,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2010,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2011,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2012,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2013,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2014,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2015,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2016,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2017,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2018,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2019,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2020,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2021,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2004,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2005,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2006,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2007,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2008,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2009,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2010,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2011,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2012,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2013,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2014,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2015,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2016,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2017,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2018,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2019,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2020,600000,0.04333717207165356,0.043337172071653565
1220 On capital gains of corporates,2021,600000,0.04333717207165356,0.043337172071653565
1300 Unallocable between 1100 and 1200,2004,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2005,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2006,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2007,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2008,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2009,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2010,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2011,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2012,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2013,600000,0.04410160271908686,0.044135884113551765
1300 Unallocable between 1100 and 1200,2014,600000,0.04447834246513007,0.044135884113551765
1300 Unallocable between 1100 and 1200,2015,600000,0.0450417018995504,0.044135884113551765
1300 Unallocable between 1100 and 1200,2016,600000,0.04574612621631582,0.044135884113551765
1300 Unallocable between 1100 and 1200,2017,600000,0.04500829837547861,0.044135884113551765
1300 Unallocable between 1100 and 1200,2018,600000,0.044998597352020636,0.044135884113551765
1300 Unallocable between 1100 and 1200,2019,600000,0.044800326434438834,0.044135884113551765
1300 Unallocable between 1100 and 1200,2020,600000,0.044866983466755744,0.044135884113551765
1300 Unallocable between 1100 and 1200,2021,600000,0.04536938647027261,0.044135884113551765
1300 Unallocable between 1100 and 1200,2004,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2005,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2006,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2007,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2008,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2009,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2010,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2011,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2012,600000,0.04333717207165356,0.044135884113551765
1300 Unallocable between 1100 and 1200,2013,600000,0.04410160271908686,0.044135884113551765
1300 Unallocable between 1100 and 1200,2014,600000,0.04447834246513007,0.044135884113551765
1300 Unallocable between 1100 and 1200,2015,600000,0.0450417018995504,0.044135884113551765
1300 Unallocable between 1100 and 1200,2016,600000,0.04574612621631582,0.044135884113551765
1300 Unallocable between 1100 and 1200,2017,600000,0.04500829837547861,0.044135884113551765
1300 Unallocable between 1100 and 1200,2018,600000,0.044998597352020636,0.044135884113551765
1300 Unallocable between 1100 and 1200,2019,600000,0.044800326434438834,0.044135884113551765
1300 Unallocable between 1100 and 1200,2020,600000,0.044866983466755744,0.044135884113551765
1300 Unallocable between 1100 and 1200,2021,600000,0.04536938647027261,0.044135884113551765
2000 Social security contributions (SSC),2004,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2005,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2006,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2007,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2008,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2009,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2010,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2011,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2012,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2013,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2014,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2015,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2016,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2017,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2018,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2019,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2020,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2021,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2004,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2005,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2006,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2007,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2008,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2009,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2010,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2011,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2012,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2013,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2014,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2015,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2016,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2017,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2018,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2019,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2020,600000,0.04333717207165356,0.043337172071653565
2000 Social security contributions (SSC),2021,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2004,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2005,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2006,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2007,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2008,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2009,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2010,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2011,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2012,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2013,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2014,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2015,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2016,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2017,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2018,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2019,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2020,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2021,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2004,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2005,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2006,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2007,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2008,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2009,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2010,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2011,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2012,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2013,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2014,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2015,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2016,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2017,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2018,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2019,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2020,600000,0.04333717207165356,0.043337172071653565
3000 Taxes on payroll and workforce,2021,600000,0.04333717207165356,0.043337172071653565
5000 Taxes on goods and services,2004,600000,0.07633145296828815,0.13532569074926293
5000 Taxes on goods and services,2005,600000,0.0761233310114217,0.13532569074926293
5000 Taxes on goods and services,2006,600000,0.079070191905246,0.13532569074926293
5000 Taxes on goods and services,2007,600000,0.08573529507363027,0.13532569074926293
5000 Taxes on goods and services,2008,600000,0.09272818282328786,0.13532569074926293
5000 Taxes on goods and services,2009,600000,0.09509143214609139,0.13532569074926293
5000 Taxes on goods and services,2010,600000,0.10740328104615035,0.13532569074926293
5000 Taxes on goods and services,2011,600000,0.11182199722070676,0.13532569074926293
5000 Taxes on goods and services,2012,600000,0.1253670762265419,0.13532569074926293
5000 Taxes on goods and services,2013,600000,0.12996131091830185,0.13532569074926293
5000 Taxes on goods and services,2014,600000,0.14918803933815014,0.13532569074926293
5000 Taxes on goods and services,2015,600000,0.1543965888401226,0.13532569074926293
5000 Taxes on goods and services,2016,600000,0.15637939802649178,0.13532569074926293
5000 Taxes on goods and services,2017,600000,0.16931756300289677,0.13532569074926293
5000 Taxes on goods and services,2018,600000,0.20262817727270221,0.13532569074926293
5000 Taxes on goods and services,2019,600000,0.2029599622760201,0.13532569074926293
5000 Taxes on goods and services,2020,600000,0.19474054512751093,0.13532569074926293
5000 Taxes on goods and services,2021,600000,0.2266186082631717,0.13532569074926293
5000 Taxes on goods and services,2004,600000,0.07633145296828815,0.13532569074926293
5000 Taxes on goods and services,2005,600000,0.0761233310114217,0.13532569074926293
5000 Taxes on goods and services,2006,600000,0.079070191905246,0.13532569074926293
5000 Taxes on goods and services,2007,600000,0.08573529507363027,0.13532569074926293
5000 Taxes on goods and services,2008,600000,0.09272818282328786,0.13532569074926293
5000 Taxes on goods and services,2009,600000,0.09509143214609139,0.13532569074926293
5000 Taxes on goods and services,2010,600000,0.10740328104615035,0.13532569074926293
5000 Taxes on goods and services,2011,600000,0.11182199722070676,0.13532569074926293
5000 Taxes on goods and services,2012,600000,0.1253670762265419,0.13532569074926293
5000 Taxes on goods and services,2013,600000,0.12996131091830185,0.13532569074926293
5000 Taxes on goods and services,2014,600000,0.14918803933815014,0.13532569074926293
5000 Taxes on goods and services,2015,600000,0.1543965888401226,0.13532569074926293
5000 Taxes on goods and services,2016,600000,0.15637939802649178,0.13532569074926293
5000 Taxes on goods and services,2017,600000,0.16931756300289677,0.13532569074926293
5000 Taxes on goods and services,2018,600000,0.20262817727270221,0.13532569074926293
5000 Taxes on goods and services,2019,600000,0.2029599622760201,0.13532569074926293
5000 Taxes on goods and services,2020,600000,0.19474054512751093,0.13532569074926293
5000 Taxes on goods and services,2021,600000,0.2266186082631717,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2004,600000,0.07633145296828815,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2005,600000,0.0761233310114217,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2006,600000,0.079070191905246,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2007,600000,0.08573529507363027,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2008,600000,0.09272818282328786,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2009,600000,0.09509143214609139,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2010,600000,0.10740328104615035,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2011,600000,0.11182199722070676,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2012,600000,0.1253670762265419,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2013,600000,0.12996131091830185,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2014,600000,0.14918803933815014,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2015,600000,0.1543965888401226,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2016,600000,0.15637939802649178,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2017,600000,0.16931756300289677,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2018,600000,0.20262817727270221,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2019,600000,0.2029599622760201,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2020,600000,0.19474054512751093,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2021,600000,0.2266186082631717,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2004,600000,0.07633145296828815,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2005,600000,0.0761233310114217,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2006,600000,0.079070191905246,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2007,600000,0.08573529507363027,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2008,600000,0.09272818282328786,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2009,600000,0.09509143214609139,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2010,600000,0.10740328104615035,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2011,600000,0.11182199722070676,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2012,600000,0.1253670762265419,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2013,600000,0.12996131091830185,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2014,600000,0.14918803933815014,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2015,600000,0.1543965888401226,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2016,600000,0.15637939802649178,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2017,600000,0.16931756300289677,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2018,600000,0.20262817727270221,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2019,600000,0.2029599622760201,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2020,600000,0.19474054512751093,0.13532569074926293
"5100 Taxes on production, sale, transfer, etc",2021,600000,0.2266186082631717,0.13532569074926293
5110 General taxes on goods and services,2004,600000,0.07633145296828815,0.13066626584660238
5110 General taxes on goods and services,2005,600000,0.0761233310114217,0.13066626584660238
5110 General taxes on goods and services,2006,600000,0.079070191905246,0.13066626584660238
5110 General taxes on goods and services,2007,600000,0.08573529507363027,0.13066626584660238
5110 General taxes on goods and services,2008,600000,0.09272818282328786,0.13066626584660238
5110 General taxes on goods and services,2009,600000,0.09509143214609139,0.13066626584660238
5110 General taxes on goods and services,2010,600000,0.10740328104615035,0.13066626584660238
5110 General taxes on goods and services,2011,600000,0.11182199722070676,0.13066626584660238
5110 General taxes on goods and services,2012,600000,0.1253670762265419,0.13066626584660238
5110 General taxes on goods and services,2013,600000,0.12996131091830185,0.13066626584660238
5110 General taxes on goods and services,2014,600000,0.14918803933815014,0.13066626584660238
5110 General taxes on goods and services,2015,600000,0.15385803202237835,0.13066626584660238
5110 General taxes on goods and services,2016,600000,0.15604836310230727,0.13066626584660238
5110 General taxes on goods and services,2017,600000,0.1640503573126965,0.13066626584660238
5110 General taxes on goods and services,2018,600000,0.1873648169881922,0.13066626584660238
5110 General taxes on goods and services,2019,600000,0.18868455622068125,0.13066626584660238
5110 General taxes on goods and services,2020,600000,0.17373392892950204,0.13066626584660238
5110 General taxes on goods and services,2021,600000,0.1994311399852684,0.13066626584660238
5110 General taxes on goods and services,2004,600000,0.07633145296828815,0.13066626584660238
5110 General taxes on goods and services,2005,600000,0.0761233310114217,0.13066626584660238
5110 General taxes on goods and services,2006,600000,0.079070191905246,0.13066626584660238
5110 General taxes on goods and services,2007,600000,0.08573529507363027,0.13066626584660238
5110 General taxes on goods and services,2008,600000,0.09272818282328786,0.13066626584660238
5110 General taxes on goods and services,2009,600000,0.09509143214609139,0.13066626584660238
5110 General taxes on goods and services,2010,600000,0.10740328104615035,0.13066626584660238
5110 General taxes on goods and services,2011,600000,0.11182199722070676,0.13066626584660238
5110 General taxes on goods and services,2012,600000,0.1253670762265419,0.13066626584660238
5110 General taxes on goods and services,2013,600000,0.12996131091830185,0.13066626584660238
5110 General taxes on goods and services,2014,600000,0.14918803933815014,0.13066626584660238
5110 General taxes on goods and services,2015,600000,0.15385803202237835,0.13066626584660238
5110 General taxes on goods and services,2016,600000,0.15604836310230727,0.13066626584660238
5110 General taxes on goods and services,2017,600000,0.1640503573126965,0.13066626584660238
5110 General taxes on goods and services,2018,600000,0.1873648169881922,0.13066626584660238
5110 General taxes on goods and services,2019,600000,0.18868455622068125,0.13066626584660238
5110 General taxes on goods and services,2020,600000,0.17373392892950204,0.13066626584660238
5110 General taxes on goods and services,2021,600000,0.1994311399852684,0.13066626584660238
5111 Value added taxes,2004,600000,0.07633145296828815,0.13066626584660238
5111 Value added taxes,2005,600000,0.0761233310114217,0.13066626584660238
5111 Value added taxes,2006,600000,0.079070191905246,0.13066626584660238
5111 Value added taxes,2007,600000,0.08573529507363027,0.13066626584660238
5111 Value added taxes,2008,600000,0.09272818282328786,0.13066626584660238
5111 Value added taxes,2009,600000,0.09509143214609139,0.13066626584660238
5111 Value added taxes,2010,600000,0.10740328104615035,0.13066626584660238
5111 Value added taxes,2011,600000,0.11182199722070676,0.13066626584660238
5111 Value added taxes,2012,600000,0.1253670762265419,0.13066626584660238
5111 Value added taxes,2013,600000,0.12996131091830185,0.13066626584660238
5111 Value added taxes,2014,600000,0.14918803933815014,0.13066626584660238
5111 Value added taxes,2015,600000,0.15385803202237835,0.13066626584660238
5111 Value added taxes,2016,600000,0.15604836310230727,0.13066626584660238
5111 Value added taxes,2017,600000,0.1640503573126965,0.13066626584660238
5111 Value added taxes,2018,600000,0.1873648169881922,0.13066626584660238
5111 Value added taxes,2019,600000,0.18868455622068125,0.13066626584660238
5111 Value added taxes,2020,600000,0.17373392892950204,0.13066626584660238
5111 Value added taxes,2021,600000,0.1994311399852684,0.13066626584660238
5111 Value added taxes,2004,600000,0.07633145296828815,0.13066626584660238
5111 Value added taxes,2005,600000,0.0761233310114217,0.13066626584660238
5111 Value added taxes,2006,600000,0.079070191905246,0.13066626584660238
5111 Value added taxes,2007,600000,0.08573529507363027,0.13066626584660238
5111 Value added taxes,2008,600000,0.09272818282328786,0.13066626584660238
5111 Value added taxes,2009,600000,0.09509143214609139,0.13066626584660238
5111 Value added taxes,2010,600000,0.10740328104615035,0.13066626584660238
5111 Value added taxes,2011,600000,0.11182199722070676,0.13066626584660238
5111 Value added taxes,2012,600000,0.1253670762265419,0.13066626584660238
5111 Value added taxes,2013,600000,0.12996131091830185,0.13066626584660238
5111 Value added taxes,2014,600000,0.14918803933815014,0.13066626584660238
5111 Value added taxes,2015,600000,0.15385803202237835,0.13066626584660238
5111 Value added taxes,2016,600000,0.15604836310230727,0.13066626584660238
5111 Value added taxes,2017,600000,0.1640503573126965,0.13066626584660238
5111 Value added taxes,2018,600000,0.1873648169881922,0.13066626584660238
5111 Value added taxes,2019,600000,0.18868455622068125,0.13066626584660238
5111 Value added taxes,2020,600000,0.17373392892950204,0.13066626584660238
5111 Value added taxes,2021,600000,0.1994311399852684,0.13066626584660238
VAT on imports,2004,600000,0.055671523345712966,0.07186144249329415
VAT on imports,2005,600000,0.05594710241930523,0.07186144249329415
VAT on imports,2006,600000,0.05685614832364814,0.07186144249329415
VAT on imports,2007,600000,0.059320308292524854,0.07186144249329415
VAT on imports,2008,600000,0.06177621739093474,0.07186144249329415
VAT on imports,2009,600000,0.061470685157284086,0.07186144249329415
VAT on imports,2010,600000,0.06701401997910779,0.07186144249329415
VAT on imports,2011,600000,0.06812358703843255,0.07186144249329415
VAT on imports,2012,600000,0.07177997278712904,0.07186144249329415
VAT on imports,2013,600000,0.07094248443210759,0.07186144249329415
VAT on imports,2014,600000,0.07859564184021413,0.07186144249329415
VAT on imports,2015,600000,0.08234498739617029,0.07186144249329415
VAT on imports,2016,600000,0.08325068294705092,0.07186144249329415
VAT on imports,2017,600000,0.08310211727337234,0.07186144249329415
VAT on imports,2018,600000,0.0873591163867788,0.07186144249329415
VAT on imports,2019,600000,0.08814229901254582,0.07186144249329415
VAT on imports,2020,600000,0.07642721307097898,0.07186144249329415
VAT on imports,2021,600000,0.08538185778599641,0.07186144249329415
VAT on imports,2004,600000,0.055671523345712966,0.07186144249329415
VAT on imports,2005,600000,0.05594710241930523,0.07186144249329415
VAT on imports,2006,600000,0.05685614832364814,0.07186144249329415
VAT on imports,2007,600000,0.059320308292524854,0.07186144249329415
VAT on imports,2008,600000,0.06177621739093474,0.07186144249329415
VAT on imports,2009,600000,0.061470685157284086,0.07186144249329415
VAT on imports,2010,600000,0.06701401997910779,0.07186144249329415
VAT on imports,2011,600000,0.06812358703843255,0.07186144249329415
VAT on imports,2012,600000,0.07177997278712904,0.07186144249329415
VAT on imports,2013,600000,0.07094248443210759,0.07186144249329415
VAT on imports,2014,600000,0.07859564184021413,0.07186144249329415
VAT on imports,2015,600000,0.08234498739617029,0.07186144249329415
